"snapshot_id","price_rank","merchant_alias","price","min_amount","max_amount","recent_order_num","recent_execute_rate","gap_from_best_pct","snapshot_median_price"
2378,45,"merchant_196",87.3800,10000.00,100000.00,1532,100.000,2.8000,91.0000
2378,46,"merchant_009",87.3900,43200.00,43200.00,1532,100.000,2.8118,91.0000
2378,47,"merchant_033",87.4000,20000.00,150000.00,2434,100.000,2.8235,91.0000
2378,48,"merchant_150",87.4800,500.00,30000.00,788,100.000,2.9176,91.0000
2378,49,"merchant_201",87.4900,10000.00,115735.00,169,99.000,2.9294,91.0000
2378,50,"merchant_221",87.5000,25400.00,25400.00,3138,99.000,2.9412,91.0000
2378,51,"merchant_131",87.5000,30000.00,159000.00,1013,100.000,2.9412,91.0000
2378,52,"merchant_062",87.5000,10000.00,100000.00,2384,100.000,2.9412,91.0000
2378,53,"merchant_169",87.5000,1000.00,100000.00,720,100.000,2.9412,91.0000
2378,54,"merchant_086",87.6000,20000.00,20000.00,489,99.000,3.0588,91.0000
2378,55,"merchant_037",87.6000,1000.00,300000.00,1025,100.000,3.0588,91.0000
2378,56,"merchant_085",87.6700,5000.00,85000.00,1517,100.000,3.1412,91.0000
2378,57,"merchant_068",87.7000,250000.00,500000.00,646,99.000,3.1765,91.0000
2378,58,"merchant_126",87.7000,5000.00,50000.00,751,99.000,3.1765,91.0000
2378,59,"merchant_127",87.7000,5000.00,100000.00,363,98.000,3.1765,91.0000
2378,60,"merchant_021",87.7000,200000.00,1600000.00,1630,100.000,3.1765,91.0000
2378,61,"merchant_048",87.7500,38000.00,52430.00,959,99.000,3.2353,91.0000
2378,62,"merchant_049",87.7700,500.00,100000.00,394,100.000,3.2588,91.0000
2378,63,"merchant_203",87.7900,15000.00,87790.00,145,100.000,3.2824,91.0000
2378,64,"merchant_165",87.8000,10000.00,100000.00,1000,98.000,3.2941,91.0000
